Campus,Code,Name,Credits,Areas of Knowledge,Prerequisites
Tacoma,T ANTH 453,"Health, Illness, and Culture",5,I&S,
Tacoma,T ANTH 454,Seminar on Health and Culture,5,I&S,
Tacoma,T ANTH 480,Linguistics Method and Theory,5,"I&S,VLPA",
Tacoma,T ARTS 101,Play and Place: Introduction to Creative Practices,5,VLPA,
Tacoma,T ARTS 102,World Voices Vocal Ensemble I,1,VLPA,
Tacoma,T ARTS 103,World Voices Vocal Ensemble II,1,VLPA,
Tacoma,T ARTS 110,Music in Culture,1,VLPA,
Tacoma,T ARTS 115,Beginning Piano,3,VLPA,
Tacoma,T ARTS 120,Music Appreciation,5,VLPA,
Tacoma,T ARTS 125,Introduction to Western Music Theory,5,VLPA,
Tacoma,T ARTS 200,Studio Foundation I: Contemporary Art Strategies,5,VLPA,
Tacoma,T ARTS 203,Body Image and Art,5,VLPA,
Tacoma,T ARTS 210,"The African Diaspora Through Music: The Rhythm, the Blues, and Beyond",5,"I&S,VLPA",
Tacoma,T ARTS 220,Exploring Classical Music in Our Community,2,VLPA,
Tacoma,T ARTS 225,Musical History of Tacoma,5,VLPA,
Tacoma,T ARTS 230,Issues in the Arts,5,VLPA,
Tacoma,T ARTS 240,Landscape in Contemporary Art,5,VLPA,
Tacoma,T ARTS 266,The Artist as Visionary and Dreamer,5,VLPA,
Tacoma,T ARTS 280,3-Dimensional Art and Contemporary Approaches to Sculpture,5,VLPA,
Tacoma,T ARTS 281,Art and Culture in India,5,"I&S,VLPA",
Tacoma,T ARTS 282,Art and Culture in China,5,"I&S,VLPA",
Tacoma,T ARTS 283,Art and Culture in Japan,5,"I&S,VLPA",
Tacoma,T ARTS 284,Art and Culture in the Pacific,5,"I&S,VLPA",
Tacoma,T ARTS 311,History of Rock and Roll,5,VLPA,
Tacoma,T ARTS 314,"Rap Music, Identity, and Culture",5,"I&S,VLPA",
Tacoma,T ARTS 315,Music and Crisis,5,VLPA,
Tacoma,T ARTS 320,Improvisational Theater and Performance in Everyday Life,5,VLPA,
Tacoma,T ARTS 335,History of Photography,5,VLPA,
Tacoma,T ARTS 336,Glass Arts,5,VLPA,
Tacoma,T ARTS 360,Women Artists From the Renaissance to the Present,5,VLPA,
Tacoma,T ARTS 367,Ideas Through Objects: A Conceptual Approach to Art,5,VLPA,
Tacoma,T ARTS 368,Human Figure in Contemporary Art,5,VLPA,
Tacoma,T ARTS 386,Contemporary Art and Studio Drawing,5,VLPA,
Tacoma,T ARTS 390,Site Specificity in Art,5,VLPA,
Tacoma,T ARTS 391,Reconstructing Self in Art,5,VLPA,
Tacoma,T ARTS 395,Community-Based Arts Practice,5,VLPA,
Tacoma,T ARTS 402,Eco-Art: Art Created in Response to the Environmental Crisis,5,VLPA,
Tacoma,T ARTS 404,Art in a Time of War,5,VLPA,
Tacoma,T ARTS 405,Cultural Identity and Art,5,VLPA,
Tacoma,T ARTS 406,"Labor, Globalization, and Art",5,VLPA,
Tacoma,T ARTS 407,Art and the Public,5,VLPA,
Tacoma,T ARTS 410,Community and the Public Arts,5,VLPA,
Tacoma,T ARTS 411,History of Jazz,5,VLPA,
Tacoma,T ARTS 469,"Art Theories, Methods, Philosophies",5,VLPA,
Tacoma,T ARTS 471,Culture and Meaning in the Visual Arts,5,VLPA,
Tacoma,T ARTS 480,Contemporary Art and Society-1945 to Present,5,,
Tacoma,T BGEN 111,Freshman Leadership Seminar,2,,
Tacoma,T BGEN 200,Introduction to Statistics in Business,5,"NW,QSR",TMATH 098
Tacoma,T BGEN 210,Computer-Based Business Problem Solving,5,,
Tacoma,T BGEN 212,Introduction to Corporate Responsibility,5,I&S,
Tacoma,T BGEN 218,Introduction to Business Law,5,I&S,
Tacoma,T BGEN 311,Professional Business Writing,5,,
Tacoma,T BGEN 312,Communicating Corporate Responsibility,5,I&S,
Tacoma,T BGEN 322,Measuring Corporate Responsibility,5,I&S,
Tacoma,T BGEN 412,Ethical Issues in Business,5,VLPA,
Tacoma,T BGEN 422,Corporate Responsibility Capstone,3,I&S,
Tacoma,T BGEN 465,Research in Contemporary Organizational Issues,5,,
Tacoma,T BGEN 468,International Business Field Experience,,,"T MGMT 478,T MGMT 480"
Tacoma,T BGEN 490,Special Topics,,,
Tacoma,T BIOL 102,Infectious Diseases in the 21st Century,5,NW,
Tacoma,T BIOL 110,General Biology,6,NW,
Tacoma,T BIOL 119,Biology Collaborative Learning Seminar,1,,
Tacoma,T BIOL 120,Introductory Biology I,6,NW,
Tacoma,T BIOL 130,Introductory Biology II,6,NW,"TBIOL 120,TCHEM 142,TESC 120,TESC 130,TESC 141"
Tacoma,T BIOL 140,Introductory Biology III,6,NW,"T BIOL 130,TESC 130,TESC 140,TESC 151"
Tacoma,T BIOL 202,Plant Biology and Ecology,5,NW,
Tacoma,T BIOL 203,History and Ecology of Biological Invasions,5,NW,
Tacoma,T BIOL 204,Tropical Ecology and Sustainability,5,NW,
Tacoma,T BIOL 232,Issues in Biological Conservation,5,NW,
Tacoma,T BIOL 234,"Biology, History, and Politics of Salmon in the Pacific Northwest",5,NW,
Tacoma,T BIOL 236,Sustainable Agriculture,5,NW,
Tacoma,T BIOL 238,Human Interactions With Marine Invertebrates,5,NW,
Tacoma,T BIOL 240,Human Biology and Environmental Interactions,,NW,
Tacoma,T BIOL 242,Aging and Biology,5,NW,
Tacoma,T BIOL 270,Genetics and Society,5,NW,
Tacoma,T BIOL 301,General Microbiology,6,NW,"T BIOL 140,T CHEM 162,TBIOMD 301,TESC 140,TESC 161"
Tacoma,T BIOL 302,Human Physiology,5,NW,"T BIOL 140,T BIOL 301,T CHEM 162,TBIOMD 302,TESC 140,TESC 161"
Tacoma,T BIOL 303,Cellular Biology,6,NW,"T BIOL 140,T CHEM 162,TBIOMD 301,TESC 140,TESC 161"
Tacoma,T BIOL 304,Molecular Biology,6,NW,"T BIOL 140,T CHEM 162,TESC 140,TESC 161,TESC 380,TMATH 116,TMATH 120"
Tacoma,T BIOL 305,Genetics and Genomics,6,NW,"T BIOL 140,T BIOL 304,T CHEM 162,TBIOL 301,TBIOL 303,TBIOMD 301,TBIOMD 303,TBIOMD 307,TESC 140,TESC 161,TESC 380"
Tacoma,T BIOL 306,Animal Behavior,5,NW,"PSYCH 101,T BIOL 110,T BIOL 120,TESC 110,TESC 120,TESC 306,TPSYCH 101"
Tacoma,T BIOL 307,Applied Entomology,,NW,"T BIOL 120,TESC 440"
Tacoma,T BIOL 312,Sensory and Systems Neuroscience,,"NW,QSR","OR TPSYCH 260,TESC 140"
Tacoma,T BIOL 318,Biogeography,,NW,"TBIOL 120,TESC 120,TESC 318"
Tacoma,T BIOL 324,Ecology of Mt St Helens,7,NW,
Tacoma,T BIOL 340,Ecology and Its Applications,6,NW,"T BIOL 140,T CHEM 162,TESC 140,TESC 161,TESC 310,TESC 340,TMATH 110,TMATH 116,TMATH 120"
Tacoma,T BIOL 350,Introduction to Epidemiology,5,"NW,QSR","TBIOMD 350,TMATH 110"
Tacoma,T BIOL 362,Introduction to Restoration Ecology,7,NW,
Tacoma,T BIOL 404,Neotropical Field Studies Abroad: Ecology and Community,12,"I&S,NW",
Tacoma,T BIOL 408,Marine Plankton,6,NW,
Tacoma,T BIOL 422,Evolution,,NW,
Tacoma,T BIOL 432,Forest Ecology Field Studies,,,"T BIOL 340,TESC 310,TESC 340,TESC 432,TMATH 110"
Tacoma,T BIOL 434,Conservation Biology in Practice,6,NW,"TBIOL 340,TESC 332"
Tacoma,T BIOL 436,Systems Biology,5,,"T BIOL 140,T BIOL 304,T CHEM 162,T CHEM 405,T PHYS 121,TESC 121,TESC 140,TESC 161,TESC 380,TESC 405,TESC 436"
Tacoma,T BIOL 438,Environmental Biology: Marine Invertebrates,6,NW,"T BIOL 120,TESC 120,TESC 438"
Tacoma,T BIOL 442,Marine Ecology,7,NW,"TESC 340,TESC 442"
Tacoma,T BIOL 452,"Plants, Insects, and Their Interactions",7,NW,"T BIOL 140,TESC 140,TESC 452"
Tacoma,T BIOL 462,Restoration Ecology Capstone: Introduction,,NW,
Tacoma,T BIOL 463,Restoration Ecology Capstone: Proposal and Plan,,NW,"BES 463,ESRM 462,ESRM 463"
Tacoma,T BIOL 464,Restoration Ecology Capstone: Field Site Restoration,,NW,"BES 464,ESRM 463,ESRM 464"
Tacoma,T BIOL 478,Environmental Microbiology,6,NW,"T BIOL 340,TESC 340,TESC 378"
Tacoma,T BUS 101,Introduction to Business,5,I&S,
Tacoma,T BUS 102,Business and Society,5,I&S,
Tacoma,T BUS 300,Managing Organizations,5,I&S,"B WRIT 134,B WRIT 135,ENGL 111,ENGL 121,ENGL 131,ENGL 182,ENGL 197,ENGL 198,ENGL 199,T CORE 101,TWRT 112,TWRT 121,TWRT 211,TWRT 291,TWRT 331,TWRT 431"
Tacoma,T BUS 301,Quantitative Analysis for Business,5,"NW,QSR","QMETH 201,STAT 220,STAT 311,T BGEN 200,TMATH 110"
Tacoma,T BUS 310,Effective Managerial Communications,5,"I&S,VLPA","B WRIT 134,B WRIT 135,ENGL 111,ENGL 121,ENGL 131,ENGL 182,ENGL 197,ENGL 198,ENGL 199,T CORE 101,TWRT 112,TWRT 121,TWRT 211,TWRT 291,TWRT 331,TWRT 431"
Tacoma,T BUS 320,Introduction to Marketing Management,5,I&S,"B WRIT 134,B WRIT 135,ENGL 111,ENGL 121,ENGL 131,ENGL 182,ENGL 197,ENGL 198,ENGL 199,T CORE 101,TWRT 112,TWRT 121,TWRT 211,TWRT 291,TWRT 331,TWRT 431"
Tacoma,T BUS 330,Introduction to Information Technology,5,,"B WRIT 134,B WRIT 135,ENGL 111,ENGL 121,ENGL 131,ENGL 182,ENGL 197,ENGL 198,ENGL 199,T CORE 101,TWRT 112,TWRT 121,TWRT 211,TWRT 291,TWRT 331,TWRT 431"
Tacoma,T BUS 350,Business Finance,5,,"MATH 112,MATH 124,T BUS 301,TMATH 124"
Tacoma,T BUS 400,Business Policy and Strategic Management,5,,"T ACCT 330,T BUS 300,T BUS 301,T BUS 310,T BUS 320,T BUS 330,T BUS 350,T BUS 400"
Tacoma,T BUS 468,Internship,,,"T ACCT 330,T BUS 300,T BUS 301,T BUS 310,T BUS 320,T BUS 330,T BUS 350"
Tacoma,T BUS 469,Undergraduate Research,,,
Tacoma,T BUS 490,Special Topics,,,
Tacoma,T BUS 500,Quantitative Methods in Business,4,,
Tacoma,T BUS 501,Financial Theory,4,,
Tacoma,T BUS 503,Financial Reporting and Analysis,4,,
Tacoma,T BUS 504,Marketing Management,4,,
Tacoma,T BUS 505,Information Systems,4,,
Tacoma,T BUS 506,Strategic Management,4,,
Tacoma,T BUS 507,Individual and Team Dynamics,4,,
Tacoma,T BUS 508,Integrated Systems,4,,
Tacoma,T BUS 512,Introduction to Health Policy,4,,
Tacoma,T BUS 520,Microeconomics for Managers,4,,
Tacoma,T BUS 530,Operations Management in Action,4,,
Tacoma,T BUS 569,Analytical Research,,,
Tacoma,T BUS 570,Organization Change,4,,
Tacoma,T BUS 590,Special Topics in Business,,,
Tacoma,T CHEM 131,Chemistry and Society,6,NW,"TCHEM 142,TESC 131,TESC 141"
Tacoma,T CHEM 139,Preparation for General Chemistry,3,,"TESC 139,TESC 141,TESC 142"
Tacoma,T CHEM 142,General Chemistry I,6,NW,"TMATH 115,TMATH 120"
Tacoma,T CHEM 152,General Chemistry II,6,NW,"TCHEM 142,TMATH 116,TMATH 120"
Tacoma,T CHEM 162,General Chemistry III,6,NW,"TCHEM 152,TMATH 116,TMATH 120"
Tacoma,T CHEM 164,Chemistry Collaborative Learning Seminar,1,,"TCHEM 142,TCHEM 152,TCHEM 162,TESC 156"
Tacoma,T CHEM 245,Chemistry Through History,5,NW,
Tacoma,T CHEM 251,Organic Chemistry I,,NW,"TCHEM 162,TESC 161,TESC 251"
Tacoma,T CHEM 261,Organic Chemistry II,6,NW,"TCHEM 251,TESC 251,TESC 261"
Tacoma,T CHEM 271,Organic Chemistry III,6,NW,"TCHEM 261,TESC 261"
Tacoma,T CHEM 333,Environmental Chemistry,6,NW,"TBIOL 140,TCHEM 162,TESC 140,TESC 161,TESC 310,TESC 333,TMATH 110,TMATH 116,TMATH 120"
Tacoma,T CHEM 405,Biochemistry I,,NW,"TBIOL 130,TCHEM 251,TESC 130,TESC 251,TESC 405"
Tacoma,T CHEM 406,Biochemistry II,,NW,"TCHEM 405,TESC 405,TESC 406"
Tacoma,T CHEM 439,Analytical Chemistry With Environmental Applications,6,,"T MATH 110,TCHEM 162,TESC 161,TESC 439"
Tacoma,T CHEM 510,Environmental Health and Toxicology,5,,TESC 510
Tacoma,T CORE 100,Introduction to Interdisciplinary Study,2,,
Tacoma,T CORE 101,Introduction to Academic Writing,5,C,
Tacoma,T CORE 102,Introduction to Science,5,NW,
Tacoma,T CORE 103,Introduction to Social Science,5,I&S,
Tacoma,T CORE 104,Introduction to Humanities,5,VLPA,
Tacoma,T CORE 110,Introduction to Educational Equity and College Access,2,,
Tacoma,T CORE 112,Introduction to Science,5,NW,
Tacoma,T CORE 113,Introduction to Social Science,5,I&S,
Tacoma,T CORE 114,Introduction to Humanities,5,VLPA,
Tacoma,T CORE 122,Introduction to Science,5,NW,
Tacoma,T CORE 123,Introduction to Social Science,5,I&S,
Tacoma,T CORE 124,Introduction to Humanities,5,VLPA,
Tacoma,T CORE 133,Many Ways of Knowing: Introduction to Research,5,I&S,
Tacoma,T CRIM 101,Introduction to Criminal Justice,5,I&S,
Tacoma,T CRIM 222,United States Federal Law Enforcement,5,,
Tacoma,T CRIM 225,Diversity and Social Justice in Criminology,5,"DIV,I&S",
Tacoma,T CRIM 271,Introduction to the Sociology of Deviance and Social Control,5,I&S,
Tacoma,T CRIM 272,Restorative Justice,5,I&S,
Tacoma,T CRIM 275,White Collar Crime,5,I&S,
Tacoma,T CRIM 352,Women in the Criminal Justice System,5,I&S,
Tacoma,T CRIM 360,Youth and Juvenile Justice Systems,5,I&S,
Tacoma,T CRIM 361,Addictions and Mental Illness in Criminal Justice,5,I&S,
Tacoma,T CRIM 362,Criminological Theory,5,I&S,
Tacoma,T CRIM 363,The Criminalization of Immigration,5,"DIV,I&S",
Tacoma,T CRIM 364,Criminal Justice and the LGBTQ Experience,5,"DIV,I&S",
Tacoma,T CRIM 365,Facing Harm: Victim Offender Dialogue,5,I&S,
Tacoma,T CRIM 370,Police and Society,5,I&S,
Tacoma,T CRIM 371,Helping Skills in Criminal Justice,5,I&S,T CRIM 225
Tacoma,T CRIM 372,Adult Corrections,5,I&S,
Tacoma,T CRIM 373,Criminal Evidence and Investigation,5,I&S,
Tacoma,T CRIM 374,Human Trafficking,5,I&S,
Tacoma,T CRIM 375,"Men, Masculinities, and Criminal Justice",5,I&S,
Tacoma,T CRIM 395,American Criminal Courts,5,I&S,
Tacoma,T CRIM 409,Advanced Readings in Criminal Justice,,,
Tacoma,T CRIM 427,Disproportionality Across Systems,5,I&S,
Tacoma,T CRIM 428,Policy and Practice With Sexual Offenders,5,I&S,
Tacoma,T CRIM 430,Children of Incarcerated Parents,5,I&S,
Tacoma,T CRIM 433,Crisis and Trauma Interventions With Crime Victims,5,I&S,
Tacoma,T CRIM 434,Criminal Homicide,5,I&S,
Tacoma,T CRIM 435,Terrorism and the U.S. Criminal Justice System,5,,
Tacoma,T CRIM 440,Fundamental of Criminal Law,5,I&S,
Tacoma,T CRIM 441,Senior Seminar: Professionalism and Ethical Issues in Criminal Justice,5,I&S,"T CRIM 371,TSOCWF 390"
Tacoma,T CRIM 450,Comparative Criminal Justice Systems,5,I&S,
Tacoma,T CRIM 490,Independent Research in Criminal Justice,,,
Tacoma,T CRIM 498,Criminal Justice Internship,5,I&S,
Tacoma,T CSL 510,Principles of Cybersecurity,5,,
Tacoma,T CSL 520,Business Essentials,5,,
Tacoma,T CSL 530,Designing and Executing Information Assurance and Cyber-Security Strategies,5,,
Tacoma,T CSL 540,Leadership and Team Dynamics,5,,
Tacoma,T CSL 550,Network and Internet Security,5,,
Tacoma,T CSL 560,Organizational Change and Strategy,5,,
Tacoma,T CSL 570,Cybersecurity Management,5,,
Tacoma,T CSL 580,Project Management,5,,
Tacoma,T EDLD 570,Leadership and Change,5,,
Tacoma,T EDLD 571,Systems Leadership,5,,
Tacoma,T EDLD 572,Diversity in Education,5,,
Tacoma,T EDLD 573,Instructional Leadership,5,,
Tacoma,T EDLD 574,Evaluation in Educational Systems,3,,
Tacoma,T EDLD 575,Human Resources in Educational Institutions,3,,
Tacoma,T EDLD 576,Education Law and Governance,3,,
Tacoma,T EDLD 577,Educational Finance and Economics,3,,
Tacoma,T EDLD 581,Applied Educational Research I,3,,
Tacoma,T EDLD 582,Applied Educational Research II,3,,
Tacoma,T EDLD 583,Applied Educational Research III,3,,
Tacoma,T EDLD 584,Applied Educational Research IV,3,,
Tacoma,T EDLD 585,Proposal Development,3,,
Tacoma,T EDLD 587,Challenges in Practice I: Curriculum,3,,
Tacoma,T EDLD 588,Challenges in Practice II: Supervision and Evaluation,3,,
Tacoma,T EDLD 589,Challenges in Practice III: Crisis Management in Systems,3,,
Tacoma,T EDLD 590,Student Development in Higher Education,3,,
Tacoma,T EDLD 591,Leading Professional Learning,3,,
Tacoma,T EDLD 593,Critical Elements in Literacy,3,,
Tacoma,T EDLD 594,Seminar in the School Superintendency,,,
Tacoma,T EDLD 595,Issues and Best Practices for Special Programs,3,,
Tacoma,T EDLD 600,Independent Study or Resarch,,,
Tacoma,T EDLD 602,Practicum,,,
Tacoma,T EDLD 801,Practice Doctorate Project/Capstone,,,
Tacoma,T EDLD 802,Capstone Seminar,,,
Tacoma,T EDSM 505,Teaching and Learning Mathematics in the Middle Grades,3,,
Tacoma,T EDSM 517,Secondary Math Methods I,3,,
Tacoma,T EDSM 519,Secondary Math Methods II,3,,
Tacoma,T EDSP 513,Issues in Autism for Educators,3,,
Tacoma,T EDSP 520,Multicultural Issues in Special Education,3,,
Tacoma,T EDSP 539,Introduction to Exceptionalities,3,,
Tacoma,T EDSP 541,Reading Methods and Interventions,3,,
Tacoma,T EDSP 542,Structuring the Classroom for Success,3,,
Tacoma,T EDSP 543,Math Methods and Interventions,3,,
Tacoma,T EDSP 544,Special Education Assessment and Evaluation,3,,
Tacoma,T EDSP 545,Introduction to Emotional Behavioral Disabilities,3,,
Tacoma,T EDSP 546,Collaborative Consultation,3,,
Tacoma,T EDSP 547,Special Education and the Law,3,,
Tacoma,T EDSP 548,Special Education Classroom Management,3,,
Tacoma,T EDSP 550,Special Education Principles and Practices I,3,,
Tacoma,T EDSP 551,Special Education Principles and Practices II,3,,
Tacoma,T EDSP 556,Social and Emotional Learning,3,,
Tacoma,T EDSP 583,Induction Seminar II,3,,
Tacoma,T EDSP 584,Induction Seminar III,3,,
Tacoma,T EDSP 587,Special Education Field Experience and Reflective Seminar I,,,
Tacoma,T EDSP 588,Special Education Field Experience and Reflective Seminar II,,,T EDSP 587
Tacoma,T EDSP 589,Special Education Field Experience and Reflective Seminar III,,,T EDSP 588
Tacoma,T EDSP 590,Special Education Reflective Seminar,,,
Tacoma,T EDSP 591,Special Topics in Education,,,
Tacoma,T EDSP 592,Independent Study,,,T EDUC 592
Tacoma,T EDSP 593,Practicum Seminar I,3,,T EDUC 593
Tacoma,T EDSP 594,Special Education Seminar II: Collaboration in the Education Community,3,,
Tacoma,T EDSP 595,Induction Seminar for Special Educators,3,,
Tacoma,T EDSS 511,Secondary Science Methods I,3,,
Tacoma,T EDSS 512,Secondary Science Methods II,3,,T EDSS 511
Tacoma,T EDUC 310,Racism and Schools in the U.S.: Critical Race Theory and the Maintenance of Societal Inequality,5,DIV,TPSYCH 101
Tacoma,T EDUC 471,Diversity and Equity in Schools and Curriculum,5,DIV,
Tacoma,T EDUC 473,"Math, Power, and Society",5,DIV,
Tacoma,T EDUC 482,"Foundations of Education: Policy, Ethics, and Philosophy",5,,
Tacoma,T EDUC 483,Health Education and Child Abuse,3,,
Tacoma,T EDUC 485,South Africa in Transition: Community Development and Education as Transformation,5,I&S,
Tacoma,T EDUC 490,Service Learning Practicum in Education,5,,
Tacoma,T EDUC 491,Tutoring Internship,,,
Tacoma,T EDUC 495,Environmental Education,3,,
Tacoma,T EDUC 501,"Foundations of Education: Policy, Ethics, and Philosophy",3,,
Tacoma,T EDUC 502,Learning About Learning,3,,
Tacoma,T EDUC 503,Educational Measurement,3,,
Tacoma,T EDUC 504,Understanding Educational Research,3,,T EDUC 503
Tacoma,T EDUC 507,Portfolio Development,1,,
Tacoma,T EDUC 510,Science Methods: K-8,3,,
Tacoma,T EDUC 519,Linguistics for Teachers,,,
Tacoma,T EDUC 520,Multicultural Education,3,,
Tacoma,T EDUC 523,Culture of Secondary Schools,3,,
Tacoma,T EDUC 524,Secondary Students With Disabilities,3,,
Tacoma,T EDUC 526,Arts in the Schools,3,,
Tacoma,T EDUC 527,Content Literacy,3,,
Tacoma,T EDUC 530,Curriculum Inquiry,3,,
Tacoma,T EDUC 531,Curricular Uses of Children's and Young Adult Literature,3,,
Tacoma,T EDUC 533,Classroom Management in Secondary Schools,3,,
Tacoma,T EDUC 534,Process Writing Across the Curriculum,3,,
Tacoma,T EDUC 535,Literacy in Secondary Schools,3,,
Tacoma,T EDUC 537,Classroom Assessment: Content Area Assessment,3,,
Tacoma,T EDUC 539,Principles of Teaching in Secondary Schools,3,,
Tacoma,T EDUC 540,Systems of Prevention and Strategic Supports Seminar,3,,
Tacoma,T EDUC 541,Reading Methods and Interventions,3,,
Tacoma,T EDUC 542,Structuring the Classroom for Success,3,,
Tacoma,T EDUC 543,Math Methods and Interventions,3,,
Tacoma,T EDUC 548,Classroom Management,3,,
Tacoma,T EDUC 549,Teaching Students With Special Needs,3,,
Tacoma,T EDUC 554,Language Arts,3,,
Tacoma,T EDUC 555,Literature and Content Reading,3,,
Tacoma,T EDUC 556,Social and Emotional Learning,3,,
Tacoma,T EDUC 560,Mathematics Methods I,3,,
Tacoma,T EDUC 561,Mathematics Methods II,3,,T EDUC 560
Tacoma,T EDUC 562,Social Studies Methods,3,,
Tacoma,T EDUC 563,Cultural and Linguistic Contexts for Instructing English Language Learners,,,
Tacoma,T EDUC 564,Methods and Curricula in Literacy Instruction for English Language Learners,,,
Tacoma,T EDUC 565,Research and Methods in Mathematics and Science Instruction for English Language Learners,,,
Tacoma,T EDUC 569,Testing and Evaluation for English Language Learners,,,
Tacoma,T EDUC 583,Induction Seminar II,3,,
Tacoma,T EDUC 584,Induction Seminar III,3,,
Tacoma,T EDUC 587,Field Experience I,,,
Tacoma,T EDUC 588,Field Experience II,,,T EDUC 587
Tacoma,T EDUC 589,Field Experience III,,,T EDUC 588
Tacoma,T EDUC 590,Reflective Seminar: Essentials of Teaching Practice,,,
Tacoma,T EDUC 591,Special Topics in Education,,,
Tacoma,T EDUC 592,Independent Study,,,T EDSP 592
Tacoma,T EDUC 593,Practicum Seminar I,3,,T EDSP 593
Tacoma,T EDUC 594,Practicum Seminar II,3,,T EDUC 593
Tacoma,T EDUC 599,Culminating Project,,,"T EDUC 501,T EDUC 502,T EDUC 504"
Tacoma,T EGL 101,"Introduction to Ethnic, Gender, and Labor Studies",5,"DIV,I&S",
Tacoma,T EGL 110,Introduction to Diversity,3,DIV,
Tacoma,T EGL 112,Introduction to Indigenous Studies,5,"DIV,VLPA",
Tacoma,T EGL 201,Introduction to Indigenous Philosophy,5,"DIV,I&S",
Tacoma,T EGL 202,Introduction to American Indian Contemporary Issues,5,"DIV,I&S",
Tacoma,T EGL 210,Introduction to Qualitative Methodology and Research Ethics,5,I&S,
Tacoma,T EGL 266,Introduction to Labor Studies,5,"DIV,I&S",
Tacoma,T EGL 271,American Indians in Film,5,VLPA,
Tacoma,T EGL 301,Introduction to Indigenous Women and Feminism,5,"DIV,I&S",
Tacoma,T EGL 302,Tribal Critical Race Theory and Critical Race Theory,5,"DIV,I&S",
Tacoma,T EGL 303,Introduction to American Indian Education,5,"DIV,I&S",
Tacoma,T EGL 304,Indigenous Ethnoecology,5,"DIV,I&S",
Tacoma,T EGL 305,The American Indian Movement,5,"DIV,I&S",
Tacoma,T EGL 340,"Intersections: Race, Gender, and Sexuality in a Global Perspective",5,"DIV,I&S",
Tacoma,T EGL 365,Indigenous Ethnobiology,5,"DIV,I&S",
Tacoma,T EGL 380,Gender and Sexuality Across Cultural and Historical Contexts,5,"DIV,I&S",
Tacoma,T EGL 401,Critical and Indigenous Methodologies,5,"DIV,I&S",T EGL 210
Tacoma,T EGL 419,African-American Culture and Consciousness,5,"DIV,I&S",
Tacoma,T EGL 435,"Migration in the Modern World: Migrants, Immigrants, and Refugees",5,"DIV,I&S",
Tacoma,T EGL 464,"Indigenous Health, Political Ethnoecology and Governance",5,"DIV,I&S",
Tacoma,T FILM 220,Film and the Arts,5,VLPA,
Tacoma,T FILM 272,Film Studies,5,VLPA,
Tacoma,T FILM 348,Film and Human Values,5,"I&S,VLPA",
Tacoma,T FILM 350,Screenwriting,5,VLPA,
Tacoma,T FILM 386,Silent Cinema,5,VLPA,
Tacoma,T FILM 387,World Film 1927-1959,5,VLPA,
Tacoma,T FILM 388,World Film 1960-2000,5,VLPA,
Tacoma,T FILM 420,Contemporary World Cinema,5,VLPA,
Tacoma,T FILM 440,Writing Film Criticism,5,VLPA,
Tacoma,T FILM 474,Russian History and the Soviet Film,5,I&S,
Tacoma,T FILM 481,Film Theory and Aesthetics,5,VLPA,
Tacoma,T FILM 483,Film Directors,5,VLPA,
Tacoma,T FILM 484,French Cinema,5,VLPA,
Tacoma,T FILM 485,Media Genres,5,VLPA,
Tacoma,T FILM 486,Feminist Perspectives in Film and Literature,5,"DIV,VLPA",
Tacoma,T FILM 488,Gender and Sexuality in Film,5,"DIV,VLPA",
Tacoma,T FILM 499,Special Topics in Film Studies,5,VLPA,
Tacoma,T FIN 420,Visual Basic Programming of Excel-Based Financial Models,5,,"T ACCT 330,T BUS 330"
Tacoma,T FIN 422,Investment Valuation,5,,"T BUS 301,T BUS 350"
Tacoma,T FIN 425,Finance and Investment,5,,"T BUS 301,T BUS 350"
Tacoma,T FIN 426,Portfolio Management,5,,T BUS 350
Tacoma,T FIN 427,Derivatives,5,,"T BUS 301,T BUS 350"
Tacoma,T FIN 430,Intermediate Business Finance,5,,T BUS 350
Tacoma,T FIN 431,Financial Statement Analysis,5,,T BUS 350
Tacoma,T FIN 521,Macroeconomics for Managers,4,,
Tacoma,T FIN 522,Investment Valuation,4,,T BUS 501
Tacoma,T FIN 526,Portfolio Management,4,,T BUS 501
Tacoma,T FIN 530,Corporate Finance,4,,
Tacoma,T GEOG 101,Introduction to Geography,5,I&S,
Tacoma,T GEOG 210,Geographies of Global Change,3,I&S,
Tacoma,T GEOG 321,Urban Geography,5,I&S,
Tacoma,T GEOG 349,Geography and International Trade,5,I&S,
Tacoma,T GEOG 352,Cultural Geography,5,I&S,
Tacoma,T GEOG 403,Geography of the United States of America and Canada,5,NW,
Tacoma,T GEOG 420,"Gender, Space and Culture",5,"DIV,I&S",
Tacoma,T GEOG 435,Contemporary Geopolitics,5,I&S,
Tacoma,T GEOG 440,"Political Geography: Territory, State and Society",5,I&S,
Tacoma,T GEOS 107,Geohazards and Natural Disasters,5,NW,TESC 107
Tacoma,T GEOS 117,Physical Geology,6,NW,TESC 117
Tacoma,T GEOS 215,Meteorology,,NW,TESC 215
Tacoma,T GEOS 216,Pacific Northwest Geology,5,NW,
Tacoma,T GEOS 226,Pacific Northwest Geology Field Trip,1,NW,"T GEOS 216,TESC 316,TESC 326"
Tacoma,T GEOS 227,Earth History,5,NW,TESC 227
Tacoma,T GEOS 241,Oceanography,,NW,TESC 241
Tacoma,T GEOS 243,Geography of the Physical Environment,,NW,TESC 243
Tacoma,T GEOS 247,Maritime History and Science in the Pacific Northwest,5,NW,TESC 247
